x,y
0.7739560485559633,0.5620631065401552
0.4388784397520523,0.958262041536514
0.8585979199113825,0.6290300571820417
0.6973680290593639,0.6523267101575757
0.0941773478876495,1.1322828130302103
0.975622351636756,0.8929273915702332
0.761139701990353,1.4218524501549952
0.7860643052769538,0.81915649460807
0.1281136326755458,1.2261801283839011
0.4503859378955671,0.9610994301549076
0.3707980242325812,1.1599513011292788
0.9267649888486018,1.0996953567159904
0.6438651200806645,0.9727839727589982
0.82276161327083,1.4500610946244372
0.4434141988273311,0.8427136427549557
0.2272387217847769,0.6772355012492726
0.5545847870158348,1.1780940608798283
0.0638172561041753,1.3460075613079088
0.8276311719925821,0.5402537399399236
0.6316643991220648,0.9496326884226804
0.7580877400853738,1.3924876896873264
0.3545259681298683,1.2496186189228675
0.9706980243949032,1.4918077164976282
0.8931211213221977,1.0314138115972438
0.7783834970737619,1.1599957188011514
0.1946387078519675,0.8024802811379281
0.4667210037270342,1.4475355996659924
0.0438037657872287,0.8663354885565363
0.1542894920675478,1.2385107126866286
0.6830489532424546,0.9031402041190819
0.7447621559078171,1.0618189300629992
0.96750973243421,1.219782535021546
0.3258253581381519,1.0089341517513541
0.3704597060348689,1.4070863269095084
0.4695558112758079,0.9193009879278102
0.1894713590842857,1.1470717981433252
0.1299215053354716,0.8423624333000541
0.4757049262259337,0.9081566682310129
0.2269093490508841,0.9400501082335524
0.6698139946825103,0.6258070183122852
0.4371519188723307,0.5917236790590066
0.8326781960578374,1.167489923146758
0.7002651020022491,1.1555177383430522
0.312366641382041,1.1629097142100953
0.8322598013952011,0.5197664453426916
0.8047643574968019,0.8265468426717799
0.3874783790301744,0.6978098472591969
0.2883281039302441,1.2781514225440125
0.6824955039749755,1.3606304013961301
0.1397524836093098,0.7466803772261473
0.1999082024751083,1.1678491588479862
0.0073622697510055,0.6293628034582743
0.7869243775021384,0.7751525256017133
0.6648508565920321,0.6386544962334195
0.7051653786263351,0.7835207665992292
0.7807290310219679,1.174736547349278
0.4589157755383399,1.4103269101852525
0.5687411959528937,0.7025224079241859
0.1397969981276574,1.0420790349507192
0.1145300735359734,1.2013911012434324
0.6684029617904717,1.4529224684855655
0.4710962061431325,1.1100604828871738
0.5652361064811888,0.7551069310273807
0.7649988574160256,1.1254781569139363
0.6347183200005908,0.8204911616780162
0.5535794006579958,1.4761283906917078
0.5592071607454135,0.8996761351636369
0.3039500980626122,1.1854277207610142
0.0308178345679394,0.5232275823467584
0.4367173892323623,0.9000614461347554
0.2145846728195292,1.3751076133225117
0.4085286437246361,1.1102274444332458
0.8534030732681661,0.9439428863959762
0.2339394858653407,1.4359374994357261
0.058302741689066,1.353984376147229
0.2813838920219965,0.8222156738229383
0.2935937577666836,1.0445484020413396
0.6619165147268951,0.9898242560924627
0.5570321523412783,1.1322025001148623
0.7838982091064135,0.8341112669587556
0.6643135403273875,0.7442050007658882
0.4063868614400705,1.4126718352555359
0.8140203846660347,1.4238744994985064
0.1669729199077039,1.343322885761979
0.0227120731338604,1.4782044307645612
0.0900478607756417,1.2449915257796884
0.7223593505964503,1.2646672285619998
0.4618772302513874,1.2625900919626407
0.1612717790336018,0.9806076309423065
0.5010447751033635,0.9564521945142717
0.1523121027131684,0.740226276149003
0.696320375077736,1.1448191943592905
0.4461562755740307,0.7893201361023345
0.3810212260964825,0.7578084097023544
0.3015120891478765,1.0859613740960548
0.6302825931188885,0.9099823882250432
0.3618126105533904,0.7188566087946322
0.087649919316101,1.3160560167528312
0.1180059021205153,1.360569919294376
0.9618976645495144,0.6676995196777809
0.908580690707607,0.5075070327999998
0.6997071338107496,0.8361299685293737
0.2658699614595196,1.2975108356807525
0.969176377347724,1.3391738662343244
0.7787509039657946,0.6383290701160492
0.7168901891589956,1.274335901183051
0.4493615021437886,0.6157041673094295
0.272241561845159,0.8900625901565292
0.0963909621534993,1.4986095150119159
0.9026023965438416,0.6925908232309098
0.455776289833611,0.6539635825776264
0.2023633647952303,0.9228003325467935
0.3059566241506525,1.1196685259698613
0.579219568941896,1.4329007824132534
0.1767727829392317,1.4808211455330342
0.8566142840923755,0.5696406365913946
0.7585195298352101,0.6379975173479053
0.7194629559509368,1.2907379738959939
0.4320930397751037,0.7706321522708603
0.6273088407024432,1.3848490595063607
0.5840979689127356,1.1634532572290868
0.64984660155482,0.6118448023806771
0.084444321139889,1.3325292849240071
0.4158074021706096,0.6763563800080759
0.0416141738618924,0.9234953946796538
0.4939908192445189,1.0521849285593299
0.3298612123327853,1.0007661490802784
0.1445241888660469,1.1861629156151503
0.1034029677225516,1.1526867348692553
0.587644572177712,1.4920420055280548
0.1705929685368861,1.4994219092241878
0.9251201183767972,1.016459402635641
0.581061139700395,0.5951990869608639
0.346869804534837,1.2278432989687182
0.5909154914814168,1.4766640782165892
0.0228038710296974,0.8183263876290203
0.9585592132414452,0.9612088858375738
0.4823034369429002,0.9247769248154559
0.7827352272502862,0.5514191545569294
0.0827299999224385,1.1722644312234447
0.4866583308381603,0.8533376950684678
0.4907069943545209,1.2874638746315021
0.9378264549749828,1.3321200752819862
0.5717280523760754,1.3212307865978454
0.4734894010569538,0.9166659980398801
0.2669756630918936,0.8215456822408995
0.3315689973425522,1.2488207796670547
0.5206724024715378,1.301389433842723
0.4389114603050467,0.9912574463913661
0.0216120798803304,1.393031019536303
0.8262919241943578,0.6439086960785582
0.8961607718397667,1.3790687796589602
0.1402490889986107,0.5960952329718812
0.5540361435390494,0.6535255220546139
0.1085757411354435,1.0338400132739602
0.6722400930398117,0.567518480187415
0.2812337838390083,0.5528071014001104
0.6594226346919018,0.5005187441657055
0.7269946142868826,0.9363166596942631
0.768647491917657,1.27462388129223
0.1077409459558965,0.5348383502799156
0.916011845137608,1.1522576064658554
0.2302139908948808,1.3231273174161866
0.0374125561761797,0.6680008485778711
0.5548524693914834,0.6468637348214041
0.3709222838624387,1.360800973620536
0.8297897431324132,1.3231246099500948
