x,y
0.7739560485559633,0.06206310654015523
0.4388784397520523,0.45826204153651395
0.8585979199113825,0.12903005718204175
0.6973680290593639,0.1523267101575757
0.09417734788764953,0.6322828130302102
0.9756223516367559,0.39292739157023326
0.761139701990353,0.9218524501549951
0.7860643052769538,0.31915649460807005
0.12811363267554587,0.7261801283839011
0.45038593789556713,0.4610994301549076
0.37079802423258124,0.6599513011292788
0.9267649888486018,0.5996953567159904
0.6438651200806645,0.4727839727589982
0.82276161327083,0.9500610946244371
0.44341419882733113,0.34271364275495586
0.2272387217847769,0.17723550124927256
0.5545847870158348,0.6780940608798283
0.06381725610417532,0.8460075613079088
0.8276311719925821,0.04025373993992376
0.6316643991220648,0.44963268842268056
0.7580877400853738,0.8924876896873263
0.35452596812986836,0.7496186189228675
0.9706980243949033,0.9918077164976282
0.8931211213221977,0.5314138115972438
0.7783834970737619,0.6599957188011513
0.19463870785196757,0.30248028113792813
0.4667210037270342,0.9475355996659923
0.04380376578722878,0.3663354885565363
0.15428949206754783,0.7385107126866286
0.6830489532424546,0.4031402041190819
0.7447621559078171,0.5618189300629993
0.96750973243421,0.7197825350215462
0.32582535813815194,0.5089341517513543
0.3704597060348689,0.9070863269095085
0.4695558112758079,0.41930098792781023
0.1894713590842857,0.6470717981433252
0.12992150533547164,0.3423624333000541
0.47570492622593374,0.40815666823101304
0.2269093490508841,0.4400501082335524
0.6698139946825103,0.12580701831228525
0.43715191887233074,0.09172367905900669
0.8326781960578374,0.6674899231467579
0.7002651020022491,0.6555177383430523
0.31236664138204107,0.6629097142100953
0.8322598013952011,0.019766445342691674
0.8047643574968019,0.3265468426717799
0.38747837903017446,0.19780984725919692
0.2883281039302441,0.7781514225440124
0.6824955039749755,0.8606304013961301
0.1397524836093098,0.24668037722614733
0.19990820247510832,0.6678491588479863
0.007362269751005512,0.12936280345827444
0.7869243775021384,0.2751525256017133
0.6648508565920321,0.13865449623341952
0.7051653786263351,0.2835207665992292
0.7807290310219679,0.6747365473492779
0.45891577553833995,0.9103269101852525
0.5687411959528937,0.20252240792418597
0.13979699812765745,0.5420790349507192
0.11453007353597344,0.7013911012434323
0.6684029617904717,0.9529224684855657
0.4710962061431325,0.6100604828871738
0.5652361064811888,0.2551069310273807
0.7649988574160256,0.6254781569139363
0.6347183200005908,0.32049116167801617
